Country;"Sub ID 2";"Sub ID 4";"Sub ID 5";"Offer ID";Offer;OS;Clicks;"UC (campaign)";Conv.;Sales;Revenue
India;120246310625590106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";GNU/Linux;1;1;0;0;0
India;120246310625590106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12751;"IN | LuckyStar | Fortune Gems | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;9;1;1;0;0
India;120246310625590106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;5;2;0;0;0
India;120246310625600106;1641083631350576;🇮🇳_IN_95_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;5;2;1;0;0
India;120246310625730106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;20;7;0;0;0
India;120246310625730106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;2;1;0;0;0
India;120246311284060106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;3;1;0;0;0
India;120246311284070106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;1;1;0;0;0
India;120246311284630106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";iOS;2;1;0;0;0
India;120246311284650106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;4;3;1;0;0
India;120246311284740106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;14;4;1;0;0
India;120246311284740106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;4;1;0;0;0
India;120246311284740106;1641083631350576;🇮🇳_IN_95_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;4;2;0;0;0
India;120246311284750106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;7;2;0;0;0
India;120246311284750106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12751;"IN | LuckyStar | Fortune Gems | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;3;1;1;0;0
India;120246311284760106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;16;2;0;0;0
India;120246311284760106;1641083631350576;🇮🇳_IN_95_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;6;3;1;0;0
India;120246311284770106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;35;4;2;1;25
India;120246311284770106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";iOS;3;2;1;1;25
India;120246311284770106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;1;1;0;0;0
India;120246311284770106;1641083631350576;🇮🇳_IN_95_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";iOS;1;1;1;0;0
India;120246311284770106;1641083631350576;🇮🇳_IN_95_[FortuneGems];12751;"IN | LuckyStar | Fortune Gems | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;14;5;5;0;0
India;120246311284790106;1641083631350576;🇮🇳_IN_95_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";iOS;2;1;0;0;0
India;120246311284800106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;7;1;1;0;0
India;120246311284820106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;5;2;1;1;25
India;120246311284830106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;2;1;1;0;0
India;120246311284830106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;2;1;1;0;0
India;120246311284830106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12751;"IN | LuckyStar | Fortune Gems | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;3;1;1;0;0
India;120246311284910106;1641083631350576;🇮🇳_IN_95_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;6;3;2;0;0
India;120246311284910106;1641083631350576;🇮🇳_IN_95_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";iOS;1;1;0;0;0
India;120246311284960106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;12;1;1;1;25
India;120246311284970106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;2;1;1;0;0
India;120246311284990106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;10;3;2;0;0
India;120246311284990106;1641083631350576;🇮🇳_IN_95_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;1;1;0;0;0
India;120246311285010106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;13;2;0;0;0
India;120246311285010106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;1;1;1;0;0
India;120246311285020106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;12;4;3;1;25
India;120246311285040106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;2;2;1;0;0
India;120246311285050106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;26;5;3;2;50
India;120246311285050106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12751;"IN | LuckyStar | Fortune Gems | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;3;2;1;0;0
India;120246311285050106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;7;3;3;0;0
India;120246311285050106;1641083631350576;🇮🇳_IN_95_[FortuneGems];12750;"IN | LuckyStar | RegForm | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;2;1;0;0;0
India;120246311285050106;1641083631350576;🇮🇳_IN_95_[FortuneGems];12751;"IN | LuckyStar | Fortune Gems | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;63;14;8;0;0
India;120246311285050106;1641083631350576;🇮🇳_IN_95_[FortuneGems];12751;"IN | LuckyStar | Fortune Gems | CPA | 25 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";iOS;3;1;0;0;0
India;120246363324460106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;1;1;1;0;0
India;120246363398090106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;13;2;2;1;20
India;120246363398090106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;3;1;1;0;0
India;120246363398100106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;3;1;0;0;0
India;120246363398610106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;5;1;1;0;0
India;120246363398610106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;11;2;2;0;0
India;120246363398620106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;10;3;3;1;20
India;120246363398620106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;4;3;1;0;0
India;120246363398630106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;4;2;1;0;0
India;120246363398630106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;13;3;2;1;20
India;120246363398650106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;12;3;3;0;0
India;120246363398660106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;19;4;4;1;20
India;120246363398670106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";iOS;2;2;0;0;0
India;120246363398680106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;2;1;0;0;0
India;120246363398690106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;1;1;1;0;0
India;120246363398710106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;3;1;1;0;0
India;120246363398720106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;1;1;1;0;0
India;120246363398730106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;2;1;1;0;0
India;120246363398750106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";iOS;1;1;0;0;0
India;120246363398760106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;9;2;2;0;0
India;120246363398770106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;1;1;1;0;0
India;120246363398780106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;3;1;1;0;0
India;120246363398780106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";iOS;1;1;1;1;20
India;120246363398790106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;18;5;5;0;0
India;120246363398790106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12832;"IN | LineBet | RegForm (Slot) | CPA | 25 USD | 95 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;1;1;0;0;0
India;120246363398790106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;4;2;1;0;0
India;120246363398810106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;7;2;2;0;0
India;120246363398810106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;4;1;2;0;0
India;120246363398820106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;3;1;1;0;0
India;120246363398820106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";iOS;1;1;0;0;0
India;120246363398820106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;4;2;2;0;0
India;120246363398830106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;5;2;2;0;0
India;120246363398830106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;5;2;1;0;0
India;120246363398840106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;8;5;5;0;0
India;120246363398850106;1641083631350576;🇮🇳_IN_94_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;4;1;1;0;0
India;120246365946530106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";iOS;2;1;1;0;0
India;120246365993780106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;5;2;2;1;20
India;120246365993790106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;3;1;1;0;0
India;120246365993800106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;10;1;1;0;0
India;120246365993810106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;4;2;2;0;0
India;120246365993820106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;6;2;1;0;0
India;120246365993830106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;17;3;3;2;40
India;120246365993840106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";Android;22;3;3;1;20
India;120246365993840106;1641083631350576;🇮🇳_IN_92_[FortuneGems];12803;"IN | Kazmit | RegForm (fortune games) | CPA | 20 USD | 300 INR | total | 50 | Android | ALL |  |  | KPI Yes | MbManada | Falcons";iOS;1;1;0;0;0
